CustomerID,age,salary_k,tenure_years,number_of_logins,complaints,engagement_score,subscription_type,region,device_type,signup_date,last_active_date,churn
CUST_405A43D7,42.413876267860594,104.1391632535597,1.06,66,1,10.88,Standard,Canada,Web,2017-01-13,2024-06-10,0
CUST_D77B0C99,42.35385717897803,20.841052408563876,,20,4,14.11,Basic,USA,Mobile,2024-10-29,2024-06-12,1
CUST_EC4090CE,36.97775914878725,36.99655352684217,1.01,15,3,8.91,Standard,UK,Web,2018-06-29,2024-06-18,0
CUST_F10144C9,37.36932959922803,24.26795076621196,,17,4,11.04,Standard,India,Mobile,2016-12-23,2024-06-09,1
CUST_A4D73E56,42.122240728427265,23.702691487332448,2.08,19,2,12.21,Standard,India,Web,2023-08-25,2024-08-18,0
CUST_1B37F81B,38.47089042792213,32.381486806236005,3.7,16,1,14.38,Standard,Germany,Web,2021-07-01,2024-12-09,0
CUST_B9FBC45D,20.980677505080195,61.526457626841214,4.17,17,3,16.15,Premium,India,Mobile,2018-11-14,2024-01-10,0
CUST_26E751F4,37.41195601152259,40.49644398283853,0.18,22,1,12.33,Standard,India,Web,2022-12-15,2024-10-19,0
CUST_2110465D,31.245062804225906,24.231414410192354,,21,1,13.45,Basic,India,Mobile,2020-03-20,2024-07-28,0
CUST_8F6A3302,39.76097603838243,25.11031709502676,1.02,20,0,8.98,Basic,USA,Mobile,2016-01-27,2024-01-04,1
CUST_DECA18BC,65.53610517126884,19.926716591408336,0.33,19,3,8.6,Basic,India,Smart TV,2020-01-08,2024-02-18,1
CUST_D7B1451A,40.62988723414539,16.620002064937026,1.35,28,4,15.43,Basic,India,Mobile,2017-02-20,2024-02-08,1
CUST_AED13A59,34.109566110698324,19.17131063868885,1.07,27,5,15.51,Basic,India,Mobile,2019-05-16,2024-05-01,1
CUST_B19A365B,43.77002810453066,17.731998486478986,3.02,31,3,22.52,Basic,USA,Mobile,2024-05-19,2024-02-09,0
CUST_93154F0D,42.87325890841242,32.80294741662508,6.44,27,4,26.19,Basic,USA,Mobile,2020-09-30,2024-09-01,0
CUST_F705CD63,39.36788025140602,14.534681524570209,1.82,21,4,11.27,Basic,India,Mobile,2015-08-13,2024-10-29,1
CUST_B7252A5A,43.88376200856958,48.40300442751396,4.12,17,3,17.42,Standard,Germany,Web,2022-05-25,2024-10-14,0
CUST_2B1F7580,55.67253013572634,37.118407754388215,0.47,17,3,8.62,Basic,Canada,Mobile,2020-06-10,2024-04-07,0
CUST_FC26E674,27.51095564960049,,6.76,20,3,26.0,Standard,USA,Web,2018-04-09,2024-12-17,0
CUST_C140765B,41.45313764363937,25.493164466441012,0.5,22,3,11.63,Standard,India,Web,2020-04-06,2024-10-09,0
CUST_09859D6A,29.19796117209895,19.936031711585446,0.64,32,3,16.19,Basic,Canada,Mobile,2020-05-26,2024-09-22,1
CUST_9487A472,41.76656884201071,26.340192808710608,0.34,17,2,8.07,Standard,India,Web,2016-12-10,2024-07-27,0
CUST_ABAC2BA8,29.582605019841807,38.61473384341806,1.11,13,0,9.97,Premium,UK,Web,2024-09-22,2024-10-13,0
CUST_5AAC00D7,36.37727305665754,20.879415445184282,2.41,21,3,12.95,Basic,USA,Web,2023-04-20,2024-05-20,0
CUST_4BA41CB4,36.822117583023235,13.217730418572353,10.0,19,2,27.7,Basic,Canada,Mobile,2016-12-15,2024-08-05,0
CUST_1FC7A28D,47.93752657093589,32.54760877846616,,13,1,15.35,Standard,India,Mobile,2019-09-07,2024-02-29,0
CUST_6FC7171F,47.57780116415724,27.760060642965303,1.44,19,3,13.56,Basic,India,Web,2022-09-03,2024-08-11,0
CUST_573C5A24,29.193825173461384,,2.57,20,0,15.19,Basic,USA,Web,2022-06-25,2024-04-11,0
CUST_7635188B,37.95163962313864,,2.93,13,5,12.33,Basic,Canada,Smart TV,2023-06-18,2024-05-10,1
CUST_73C1AC30,33.200149308202555,17.795982793597613,5.19,20,2,21.53,Basic,India,Mobile,2023-10-06,2024-04-06,0
CUST_44236622,28.626103010457744,20.171676452270507,4.0,22,4,17.05,Basic,Germany,Mobile,2023-06-19,2024-02-06,1
CUST_78E30A3D,37.97447270831741,23.0393037072312,2.53,15,3,13.92,Standard,UK,Mobile,2022-07-29,2024-09-05,0
CUST_F0B7E89D,34.17240690330806,21.271255589942804,3.32,27,1,21.76,Standard,India,Mobile,2023-12-03,2024-10-01,0
CUST_CF8B2494,57.03630610116396,19.287635649183617,4.11,18,5,20.2,Basic,USA,Mobile,2019-10-14,2024-07-17,0
CUST_65D82C66,39.58587234269148,17.405117782137232,0.43,22,2,17.72,Basic,USA,Mobile,2024-07-10,2024-03-18,0
CUST_D2C0145A,26.953289266016515,23.147771112721383,,18,1,11.44,Standard,USA,Web,2023-11-01,2024-02-26,1
CUST_5982F8FC,30.036084597426985,27.26129570746169,3.5,20,2,18.87,Standard,USA,Web,2022-03-07,2024-08-23,0
CUST_8235A84A,47.242798736942916,22.460503729318656,5.7,17,4,18.67,Basic,UK,Mobile,2024-06-16,2024-02-02,1
CUST_5D44A8E4,56.15958501997669,42.881023476143724,1.58,19,3,13.89,Premium,Canada,Mobile,2015-07-12,2024-08-04,0
CUST_10104AF0,20.587449185775178,30.856382385291393,10.0,24,0,35.7,Standard,USA,Web,2018-02-12,2024-03-08,0
CUST_B40E0BAE,21.410051722176302,12.565407129074167,0.73,27,2,12.07,Basic,India,Mobile,2017-11-15,2024-07-29,1
CUST_A976ED17,54.35700062638358,33.91719051683718,1.62,22,2,16.56,Standard,USA,Mobile,2018-08-10,2024-02-15,0
CUST_343289B0,38.49837085817194,137.59155081748142,1.43,60,1,13.94,Basic,India,Mobile,2020-01-16,2024-10-21,0
CUST_21D9CE67,28.798719953301596,20.049493666737952,7.99,15,4,25.12,Basic,India,Mobile,2018-08-07,2024-05-14,1
CUST_4C70FEA7,43.27815591982372,13.436047353075024,1.01,24,3,14.98,Basic,USA,Web,2019-06-12,2024-09-06,0
CUST_0BDA8433,19.33070638979526,23.756984413425098,1.91,15,1,8.55,Basic,Germany,Mobile,2019-04-29,2024-03-30,0
CUST_1839E3D2,36.6712952219685,25.04961932763978,0.62,19,2,7.04,Basic,India,Mobile,2018-08-08,2024-05-26,0
CUST_55B94ACD,43.113229124272245,15.366107323773571,2.21,20,4,14.56,Basic,Canada,Web,2017-02-17,2024-08-18,1
CUST_7FA00EAC,45.7219296184054,13.178931636868851,5.84,27,4,22.43,Basic,India,Mobile,2017-10-21,2024-04-12,1
CUST_6E129764,30.23803359882414,22.687468181302684,1.09,25,1,18.04,Basic,India,Web,2019-01-17,2024-05-25,0
CUST_D53A764F,39.840932748568264,20.466158701195205,4.99,20,7,17.97,Basic,Canada,Mobile,2017-01-31,2024-07-15,1
CUST_EB55E5CB,30.780418652878225,21.528593562990807,7.27,21,3,27.13,Standard,USA,Web,2019-01-06,2024-01-14,0
CUST_667CA17C,41.445664410479964,23.325661766349516,0.23,13,1,7.56,Standard,Germany,Web,2016-08-05,2024-12-12,0
CUST_41E6E721,28.111860548014395,14.722678436709701,4.24,17,7,18.42,Basic,India,Mobile,2020-06-10,2024-07-22,1
CUST_C50CF390,35.61524593466979,20.45845849875614,0.88,22,4,10.93,Standard,India,Web,2022-10-12,2024-08-23,1
CUST_A439EC4A,30.9293969374411,31.227465029017196,0.58,21,4,15.46,Standard,USA,Mobile,2021-06-03,2024-08-02,1
CUST_20C5C975,42.78366295984014,22.13718982330529,2.76,14,1,12.49,Standard,UK,Mobile,2016-10-08,2024-04-12,0
CUST_DCB394D7,44.665988923134975,13.067454218101812,3.67,25,3,24.03,Basic,USA,Smart TV,2021-01-06,2024-05-02,0
CUST_0240F258,36.03684683506526,20.023497672081753,1.51,17,7,12.52,Basic,Canada,Web,2020-03-26,2024-03-07,1
CUST_8A192CB9,39.545487911579784,14.796245662640285,0.12,31,1,14.26,Basic,UK,Smart TV,2020-09-11,2024-06-15,0
CUST_4238D07C,28.23805119556365,27.105584534311525,7.18,13,3,22.08,Standard,Germany,Mobile,2018-12-05,2024-03-24,0
CUST_C1E6229C,38.67938418697321,31.148274730693547,3.94,17,4,18.12,Basic,UK,Smart TV,2015-02-17,2024-08-02,0
CUST_8C6BFE32,36.02582037965319,11.547172312453116,0.95,22,5,12.15,Basic,Germany,Web,2023-09-27,2024-04-19,1
CUST_F720E713,60.354839172080375,35.62104159493824,2.06,19,0,14.61,Standard,UK,Mobile,2018-03-26,2024-03-27,0
CUST_86AA3089,28.66483229964026,15.695566628425338,0.08,21,6,12.49,Basic,India,Mobile,2024-02-18,2024-08-10,1
CUST_9137DD38,53.92918161201499,205.46052479312561,1.24,33,1,6.01,Premium,USA,Web,2021-04-30,2024-04-30,0
CUST_816F6B8D,49.37607218844849,23.796231915852434,2.22,14,3,10.13,Standard,India,Smart TV,2022-12-09,2024-09-14,0
CUST_4D05128B,40.04794872684518,14.801006776641163,2.18,26,4,15.07,Basic,USA,Web,2019-05-06,2024-02-22,1
CUST_15A13730,53.5418159952229,15.99294249436518,0.7,25,1,17.48,Basic,USA,Web,2016-05-17,2024-02-11,1
CUST_93E6F238,41.38874762375781,28.767443046133653,4.5,15,2,15.66,Basic,Germany,Mobile,2016-11-16,2024-11-21,0
CUST_7B6BD2BD,40.06639369214714,22.036904673802795,1.07,13,0,12.43,Standard,UK,Smart TV,2020-12-01,2024-06-12,0
CUST_6922104C,37.35296613176396,24.113001732117347,2.61,21,2,15.75,Standard,UK,Web,2022-01-29,2024-06-01,0
CUST_E5C5956C,47.0423679093191,49.51209464829911,0.95,26,2,10.5,Standard,Germany,Mobile,2021-04-07,2024-08-28,0
CUST_FA020903,47.883224884110234,18.607071163904166,1.66,27,3,18.26,Basic,India,Mobile,2022-12-11,2024-12-08,0
CUST_153FDFA6,34.01711245242608,25.83720813198997,0.7,23,3,13.91,Basic,UK,Mobile,2022-09-25,2024-12-18,0
CUST_79F0CD5B,25.382565201919082,50.56140018480538,3.01,24,0,17.43,Premium,UK,Mobile,2016-10-28,2024-05-18,0
CUST_EBC93369,36.146342048230785,27.46939911740503,1.66,18,3,12.11,Standard,USA,Mobile,2016-08-08,2024-03-08,0
CUST_16B038A4,34.91504324592746,12.059506172062097,0.05,24,2,14.73,Basic,India,Mobile,2019-04-06,2024-09-01,1
CUST_ACA82FFE,38.850297287880174,31.40426425658681,0.09,13,2,6.64,Standard,India,Smart TV,2021-02-24,2024-05-25,0
CUST_9D696478,50.931613866022005,15.869184548396959,1.91,24,5,15.14,Basic,Germany,Mobile,2022-03-29,2024-10-26,1
CUST_41C51EE3,31.987028665595467,48.276330591405824,0.61,18,3,5.94,Standard,USA,Mobile,2020-05-04,2024-02-20,0
CUST_BFA09747,36.68284566837829,15.94368752446712,2.64,22,5,17.92,Basic,India,Mobile,2020-11-15,2024-03-08,1
CUST_CD8A2A83,39.32702811532391,93.31957230511165,1.57,14,0,10.43,Premium,UK,Web,2017-09-24,2024-11-02,0
CUST_E2331B2C,45.91824050315515,46.854925700101035,3.19,23,0,18.28,Standard,UK,Web,2019-08-09,2024-02-09,0
CUST_02F10A61,21.419004598872334,17.588882094650792,9.13,29,6,34.05,Basic,Germany,Mobile,2015-10-14,2024-08-03,1
CUST_CA0B821A,32.210951377067175,25.6160391579241,2.26,17,6,13.88,Basic,USA,Web,2020-02-05,2024-04-13,0
CUST_8C15B834,41.7124251873362,35.9061469204909,4.64,17,3,15.19,Standard,Canada,Web,2021-11-24,2024-05-12,0
CUST_9D02C7D9,48.6725988887456,35.99446315855449,4.2,24,6,19.38,Basic,Canada,Web,2019-10-14,2024-04-27,0
CUST_629C1D4E,34.587277223802516,31.738590387659038,7.65,16,0,23.82,Basic,India,Web,2023-09-20,2024-02-23,0
CUST_0E484793,17.657031059706323,46.55401505366395,0.72,14,0,8.57,Premium,USA,Mobile,2022-05-22,2024-05-11,0
CUST_9FA0AE79,44.01804129815942,22.887532291673885,5.27,22,4,17.82,Basic,USA,Smart TV,2023-03-01,2024-04-04,1
CUST_5DAE444C,32.18184342331912,22.002963018381724,7.08,22,4,23.8,Basic,USA,Smart TV,2019-08-30,2024-09-09,1
CUST_570E4C6B,26.758335988596514,21.190822478948785,1.5,14,1,12.38,Standard,Germany,Mobile,2020-08-25,2024-09-25,0
CUST_1D08AC71,29.331776699926177,37.0863768488794,1.13,14,2,2.3,Standard,USA,Mobile,2016-04-28,2024-05-02,0
CUST_7724101A,36.65429833702437,30.417013735724623,9.11,15,3,20.63,Standard,Canada,Web,2022-10-20,2024-05-21,0
CUST_70D6A117,32.06261526421507,27.503788524829364,2.96,24,4,17.52,Standard,India,Smart TV,2015-02-09,2024-02-08,0
CUST_3339D7F4,20.25051498760082,35.95917521953232,1.44,15,2,10.81,Standard,Germany,Mobile,2015-01-09,2024-08-27,0
CUST_7B4181BF,47.227111737692034,9.934750986432054,4.71,17,5,17.48,Basic,India,Web,2015-09-17,2024-09-01,1
CUST_F56061E6,50.311450874055616,30.550588941236654,1.09,21,2,14.35,Standard,UK,Mobile,2019-11-01,2024-05-15,0
CUST_4962EE7B,45.95509601393931,26.320035220539793,0.58,14,1,12.57,Standard,USA,Mobile,2022-06-02,2024-03-25,0
CUST_90E99F63,25.46598229666355,52.43050172351281,2.36,21,0,16.95,Premium,India,Mobile,2020-01-17,2024-05-07,0
CUST_AF5494E5,34.27905562410195,12.755791734452147,2.51,15,3,8.74,Basic,Canada,Web,2015-08-23,2024-11-08,0
CUST_3E788DE8,39.28876935894997,51.85599962296096,5.24,13,1,15.3,Premium,UK,Mobile,2018-04-22,2024-11-21,0
CUST_051763BC,43.55927665669779,25.837495236038478,1.83,19,2,13.34,Standard,UK,Web,2016-02-05,2024-09-02,0
CUST_72280E1C,43.79506340916567,33.22648741974191,5.06,19,3,16.32,Standard,USA,Web,2021-01-02,2024-03-28,0
CUST_2653429F,31.979638122044026,51.82009881486609,1.12,19,3,12.7,Standard,Germany,Mobile,2019-06-29,2024-04-19,0
CUST_68AF7873,38.34547370563016,32.74790038569873,2.57,20,2,16.37,Standard,Canada,Web,2022-12-07,2024-06-01,0
CUST_1F7A4652,42.4888549275418,27.626791087894578,0.7,16,2,5.11,Standard,India,Smart TV,2022-11-07,2024-01-29,0
CUST_0DF928BD,55.251923004629276,28.075545920550667,1.46,19,0,12.69,Basic,India,Smart TV,2015-03-08,2024-01-26,0
CUST_5B5232C6,42.786110209342645,19.55506556121955,5.85,17,5,20.91,Basic,India,Web,2022-04-10,2024-10-14,1
CUST_1955F426,44.83510128714581,24.634538306215635,0.73,21,1,9.44,Basic,India,Mobile,2017-04-28,2024-01-20,1
CUST_9B44C7A1,41.30974958399919,17.72629573404328,4.99,24,0,21.51,Basic,UK,Mobile,2017-08-03,2024-02-14,0
CUST_D418A473,50.92314533955475,25.177066767657696,1.0,26,4,16.07,Standard,India,Mobile,2019-09-16,2024-06-25,1
CUST_8511252B,41.4036346324723,8.79853692183126,0.11,15,3,6.47,Basic,USA,Smart TV,2023-04-27,2024-07-31,0
CUST_78BE8CA0,29.735262230470603,31.42770906272142,0.35,7,2,6.36,Standard,UK,Web,2019-04-22,2024-04-25,0
CUST_F6401EC4,49.840834922995164,25.163890668380983,4.11,17,3,14.53,Standard,UK,Mobile,2021-03-17,2024-01-05,0
CUST_5D52CBC5,44.32896052853036,23.823691304754533,0.91,24,0,13.24,Standard,Canada,Web,2024-02-23,2024-11-21,0
CUST_AFAF660D,32.35227313045618,27.425910341888727,3.19,19,3,15.21,Standard,Canada,Mobile,2015-09-30,2024-07-09,0
CUST_7E8C2689,36.555663440031,11.324104364171005,3.6,18,3,15.74,Basic,UK,Smart TV,2016-03-11,2024-01-08,0
CUST_6BF91888,42.20823554480911,61.4343351861892,1.27,19,1,12.59,Standard,India,Web,2023-09-12,2024-05-31,0
CUST_4B58B1D4,39.767823220310035,24.91103925117494,1.93,23,2,13.68,Standard,Canada,Web,2015-09-22,2024-09-29,0
CUST_24277744,41.84321246877154,23.206283116154133,1.55,15,0,9.21,Standard,India,Mobile,2022-06-03,2024-01-16,0
CUST_EAD810F5,41.54863735179554,15.289593892376208,8.83,17,7,24.0,Basic,India,Web,2023-02-26,2024-09-27,1
CUST_D0F389E1,52.61145523583987,25.14486402781755,1.16,22,2,13.61,Standard,India,Web,2022-07-26,2024-09-13,0
CUST_5C6094DD,48.16543192550917,45.69928020644126,0.61,18,1,11.52,Premium,USA,Mobile,2017-12-17,2024-07-10,0
CUST_2F8F528A,38.35332086130779,39.771906539599286,1.37,17,2,10.69,Premium,Germany,Web,2018-03-11,2024-04-28,0
CUST_D4B6EFB7,47.455708122198686,39.3547406461101,3.32,17,3,13.49,Standard,USA,Mobile,2016-09-29,2024-12-05,0
CUST_AF1DA319,28.200386475671223,33.986291677995034,3.59,18,1,14.65,Standard,UK,Web,2016-12-18,2024-09-28,0
CUST_63D305F2,41.40582300055624,20.619720317542136,7.73,12,3,22.6,Standard,USA,Mobile,2015-09-19,2024-02-28,0
CUST_C1B26A88,52.55701310239049,13.119240997089864,6.4,21,3,19.01,Basic,India,Web,2016-01-19,2024-12-10,0
CUST_FF602D32,34.12703952930883,24.515230493784465,1.02,21,0,12.05,Standard,India,Mobile,2015-10-23,2024-09-19,0
CUST_E7495170,32.5951205560377,23.03520083289493,1.82,17,1,10.42,Standard,Germany,Mobile,2020-07-13,2024-05-20,0
CUST_622630CE,29.51820164943781,44.49710774030912,4.13,25,1,19.01,Standard,India,Web,2018-09-14,2024-10-03,0
CUST_C6E226DF,26.610600814843146,26.949174458418703,7.45,20,1,26.43,Standard,USA,Web,2016-03-16,2024-06-30,0
CUST_C0DE39EC,30.22120736436128,52.33174345216079,1.23,14,2,9.18,Premium,USA,Web,2022-07-24,2024-06-24,0
CUST_F5B4B96E,34.803605996001735,46.79894910387617,1.76,21,0,12.35,Premium,UK,Mobile,2019-04-21,2024-02-06,0
CUST_C923951B,24.869443296067562,20.779555290276804,6.89,23,2,25.95,Basic,USA,Mobile,2019-03-08,2024-09-01,0
CUST_FD0C19AD,37.17604640522243,10.838124933035996,1.33,23,2,15.05,Basic,USA,Mobile,2023-01-21,2024-08-19,1
CUST_48B1B762,46.677907223687725,47.76607594917794,1.96,17,1,14.64,Premium,UK,Mobile,2022-08-21,2024-10-03,0
CUST_FD32B202,30.535962355700082,48.73823695604492,7.05,17,0,22.85,Premium,USA,Mobile,2021-08-19,2024-08-07,0
CUST_E2B975A6,50.56718783518943,14.490537266339826,4.86,20,3,18.68,Basic,USA,Smart TV,2023-06-27,2024-05-10,0
CUST_67E464BD,42.82756637048432,52.91343566963651,0.84,18,0,13.91,Standard,USA,Mobile,2021-05-11,2024-07-13,0
CUST_92FD8B1A,45.698080336506294,29.45655585346441,1.18,25,5,17.86,Basic,USA,Web,2022-09-09,2024-11-15,0
CUST_CF3635F3,29.068723840485493,27.448035645716757,1.31,20,4,17.5,Basic,USA,Mobile,2016-08-18,2024-11-02,0
CUST_A5C87D9D,44.915530833652134,52.20332601929179,7.32,25,4,29.44,Standard,USA,Mobile,2020-08-31,2024-04-08,0
CUST_C095487A,28.077111359250882,49.9242441875912,10.0,14,1,28.32,Premium,Germany,Mobile,2016-12-30,2024-06-26,0
CUST_E79616EE,43.98175712276877,35.4177092351807,4.46,26,3,17.12,Standard,India,Smart TV,2023-05-24,2024-01-31,0
CUST_FA8D4CDC,40.667788817749596,30.376838624294773,1.99,20,1,17.22,Standard,UK,Mobile,2024-05-09,2024-05-05,0
CUST_722EE3B1,42.84729566124207,34.471588867244655,0.03,28,2,14.07,Basic,India,Mobile,2023-09-22,2024-12-12,0
CUST_EC034241,28.03224442175798,21.085819645251892,3.59,16,3,14.79,Standard,USA,Mobile,2017-09-21,2024-07-16,0
CUST_27E89CFB,29.801078758100516,25.345574786148184,,16,2,11.87,Standard,India,Mobile,2016-04-16,2024-07-24,0
CUST_26D893E8,44.25397384297255,15.756938151064205,3.01,21,2,15.23,Basic,UK,Web,2016-07-26,2024-12-18,0
CUST_2E7931C4,28.655319958311846,20.770161295064476,2.8,15,2,15.19,Standard,India,Web,2017-10-16,2024-12-05,0
CUST_EE39BCD1,42.03191318528561,23.198067311940015,1.97,16,3,8.8,Standard,UK,Mobile,2019-06-24,2024-10-09,0
CUST_A86ADE23,25.520927946746983,18.040835691099616,8.67,19,3,28.84,Basic,USA,Web,2022-10-19,2024-03-09,0
CUST_8D7D6E50,46.172062757073164,26.638142833318728,,33,1,17.77,Basic,USA,Web,2016-03-07,2024-01-03,0
CUST_B8B21F6A,28.787455857954253,21.790610845031633,3.74,21,2,17.99,Basic,India,Web,2016-12-12,2024-06-02,0
CUST_9CA0ADCA,41.46023333421676,28.62833882533997,1.58,22,2,16.78,Standard,UK,Mobile,2017-08-11,2024-11-09,0
CUST_182C30E1,44.87332018546118,11.372340821946235,3.75,22,0,19.91,Basic,USA,Web,2017-05-31,2024-02-02,0
CUST_6743C1C3,32.05342858896403,21.880505469103213,3.37,21,3,23.71,Standard,India,Smart TV,2016-03-13,2024-10-02,0
CUST_975EFBEF,45.19268021946654,26.993673293298215,0.03,22,1,9.82,Standard,UK,Mobile,2023-11-13,2024-05-31,0
CUST_7FB32013,39.00520934409118,,1.01,18,3,11.1,Standard,UK,Smart TV,2023-08-24,2024-03-03,0
CUST_ECA7389F,33.89330405396755,21.627855383844103,0.63,17,2,10.15,Basic,USA,Smart TV,2020-03-18,2024-09-16,1
CUST_2F7AEFC4,28.066598593419013,12.537524533936987,0.55,19,5,12.72,Basic,India,Mobile,2020-05-25,2024-06-12,1
CUST_D78B2075,21.206435404877595,29.14845157745788,3.91,21,0,18.56,Standard,India,Smart TV,2020-03-06,2024-02-02,0
CUST_9A2F646B,42.28404892552682,35.03323820696087,0.82,19,0,8.43,Standard,USA,Mobile,2022-12-24,2024-09-18,0
CUST_3647C72B,23.057186288706284,33.12191599009955,1.93,19,3,8.13,Standard,UK,Mobile,2016-11-22,2024-06-13,0
CUST_CFEBCFBD,38.571329436562024,39.158412036019456,0.85,15,1,7.59,Premium,India,Mobile,2017-10-25,2024-11-30,0
CUST_A1666467,35.32774365297952,28.884752314291813,2.6,22,1,17.19,Basic,UK,Mobile,2022-08-04,2024-06-18,0
CUST_C66E6AD0,44.49825501735724,31.097829633817717,3.83,20,1,18.27,Standard,USA,Mobile,2017-06-13,2024-05-13,0
CUST_BB16FD28,36.05400972601473,26.827242636030533,1.21,15,4,8.0,Standard,India,Smart TV,2015-08-19,2024-03-25,0
CUST_3607CA88,35.82226395579153,35.205241177797305,2.77,21,2,15.51,Basic,USA,Mobile,2016-07-06,2024-10-10,0
CUST_E20D91B5,44.751382354235474,,5.23,18,3,16.87,Basic,India,Web,2023-04-16,2024-04-19,0
CUST_AFCEA16E,42.233235523448364,17.045519212409026,0.3,20,6,9.38,Basic,UK,Mobile,2017-10-06,2024-08-23,1
CUST_DB9F69B5,41.987983489487966,51.33930478955673,3.72,21,0,19.89,Standard,India,Mobile,2017-01-04,2024-08-14,0
CUST_74EBF7B9,43.11282717129905,8.35439849172413,1.17,29,3,15.17,Basic,India,Smart TV,2017-12-31,2024-09-05,0
CUST_93CC3090,23.42538031140714,27.00901375628148,0.39,11,1,8.63,Standard,India,Smart TV,2023-09-03,2024-07-10,1
CUST_4455ABDA,45.71629401170639,42.6379469782722,2.37,12,1,7.08,Premium,UK,Smart TV,2018-07-21,2024-02-18,0
CUST_3AC8B114,44.52337178347321,23.345145887555155,0.77,20,5,10.21,Standard,India,Smart TV,2019-10-15,2024-02-03,1
CUST_AA9C8A0C,31.9476319060572,18.952280960848352,5.17,20,3,24.16,Basic,USA,Web,2019-03-21,2024-10-23,0
CUST_6ADE61EC,36.96050024630858,27.286591431992715,0.13,17,2,3.62,Standard,India,Mobile,2017-12-21,2024-05-30,0
CUST_9E7A8341,36.71209327755737,20.223413240308304,0.31,18,6,9.53,Basic,India,Smart TV,2020-12-02,2024-05-01,1
CUST_C1DD6979,39.146770346251756,24.890865880041957,2.21,24,3,17.8,Basic,Canada,Mobile,2024-11-24,2024-07-26,0
CUST_8F86515F,41.19651637910779,18.418838869994254,2.67,13,1,12.03,Basic,UK,Web,2021-10-28,2024-05-08,0
CUST_05DA6FCD,52.67362939202772,42.72030953827721,3.93,17,1,18.35,Premium,India,Mobile,2020-10-13,2024-07-10,0
CUST_10EE49D1,47.01038738463961,46.5666134585179,0.9,18,0,12.66,Standard,USA,Mobile,2020-01-29,2024-04-09,0
CUST_1342737A,28.126432689679316,23.095217370818233,5.53,17,1,18.17,Standard,India,Mobile,2022-11-27,2024-03-24,0
CUST_1B4DC71D,44.328445457594405,13.162177727141868,9.18,26,5,32.74,Basic,UK,Web,2020-11-18,2024-09-01,1
CUST_50BB1084,50.28269621699428,21.028182442351238,2.07,19,2,13.02,Basic,UK,Smart TV,2021-07-20,2024-08-08,0
CUST_FBEDAACE,40.41054808508107,23.565130782322832,4.29,29,3,23.7,Basic,Germany,Smart TV,2024-09-14,2024-07-22,0
CUST_DDF53A1D,47.00068957558391,33.760107377523354,2.23,20,1,13.08,Standard,USA,Web,2018-04-03,2024-02-03,0
CUST_ADC5E66D,57.55110844157431,16.54053965138217,0.22,14,3,12.31,Basic,USA,Smart TV,2024-02-03,2024-02-10,1
CUST_F74813FE,47.99365921893673,19.13191447342091,1.18,24,1,13.51,Basic,UK,Mobile,2019-08-11,2024-05-20,0
CUST_57F8381A,38.41235240334967,31.340341938026217,0.27,23,0,10.04,Standard,USA,Mobile,2015-11-17,2024-07-29,0
CUST_B559486C,46.70164813898234,39.35157808911358,10.0,21,0,32.5,Standard,USA,Web,2020-02-09,2024-03-15,0
CUST_43D27055,37.609380321858104,20.876852426084486,0.78,20,2,11.32,Basic,USA,Mobile,2021-11-16,2024-01-20,0
CUST_14D30F0F,39.512016777043655,14.401658814394743,3.03,26,2,21.02,Basic,India,Web,2022-12-13,2024-09-08,0
CUST_0B29C4D7,34.26043701235736,108.85967138070221,1.0,11,1,6.93,Premium,USA,Smart TV,2016-06-26,2024-12-23,0
CUST_B761B3D7,52.32980584171262,39.981316984563755,3.18,18,1,12.76,Basic,India,Web,2019-01-16,2024-04-18,0
CUST_03B6402A,31.694786967787003,22.655229513439046,0.71,18,6,12.75,Basic,India,Web,2016-09-17,2024-08-07,1
CUST_69B577A3,51.98999774777473,36.92564783268876,4.62,16,2,15.22,Standard,India,Smart TV,2021-03-23,2024-03-27,0
CUST_6460320F,41.55647397205315,24.107247158055124,0.35,17,0,7.27,Standard,USA,Smart TV,2017-03-04,2024-08-10,0
CUST_5F370820,26.962469780479015,40.42827622526343,6.77,23,3,24.7,Standard,USA,Mobile,2018-12-08,2024-08-03,0
CUST_1C2298CF,43.947228278902486,26.712272127352907,5.51,16,3,17.73,Standard,India,Mobile,2024-02-17,2024-08-07,0
CUST_97F86483,17.21343580501943,24.910472998123605,3.41,19,1,14.39,Standard,UK,Mobile,2024-11-23,2024-12-14,0
CUST_523F858B,45.279178519082166,22.7675670522279,0.21,25,2,9.98,Standard,India,Mobile,2015-08-17,2024-07-28,0
CUST_52CC153A,43.43684220643327,14.797648077259678,0.7,22,4,14.13,Basic,USA,Mobile,2021-01-17,2024-07-11,1
CUST_0513CFBB,29.636375731308377,57.427798117546686,5.88,14,1,21.59,Premium,USA,Mobile,2018-07-27,2024-06-19,0
CUST_AC78FCCC,39.809888113702904,15.949394731505697,0.39,30,5,14.39,Basic,India,Mobile,2018-04-22,2024-08-03,1
CUST_C49F8919,54.78232850010165,13.284345643205715,0.51,20,2,13.54,Basic,USA,Smart TV,2016-08-10,2024-10-03,1
CUST_627F3CC7,34.638497485873664,21.88932001061816,2.36,21,2,15.98,Basic,Germany,Mobile,2017-06-24,2024-04-05,0
CUST_205630E4,29.368024399027103,17.68269910874017,0.96,19,6,12.76,Basic,India,Smart TV,2021-04-30,2024-03-01,1
